"Country Name","Country Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
"Latin America & Caribbean (developing only)","LAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0136536988093003,0.0299103482733362,0.0500759534514429,0.108443329523909,0.307334086196643,0.60067456973555,1.21234977143999,2.0175488127593,3.83203822038364,5.53471491147703,8.75542740190654,11.1644759959053,14.3062581194356,16.5346449194374,20.7063237332393,23.6914726394606,26.4042662547717,30.7658390574238,34.0044990031706,
"Least developed countries: UN classification","LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.00854977519630435,0.0211408120903536,0.0573494439084287,0.10824391495123,0.157544830084872,0.254776245242637,0.375377414423533,0.573829467895439,0.977062643931944,1.75768841135795,2.29426796575924,3.06576880891809,3.37981141904219,4.83819647535239,
"Low & middle income","LMY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.0143304579728736,0.0399221664487744,0.0829249655069777,0.163648670067675,0.371007683952707,0.740874663329539,1.50960507855138,2.11868317381787,3.53847540531085,4.63439037332753,5.84386820634682,7.03665109695091,8.69045696626527,11.3771809194168,14.430335477573,17.6755053348703,21.5058019875729,
"Low income","LIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.00971756222017453,0.0227721292928586,0.0571966612925601,0.124931282690222,0.192374674123818,0.341074911366098,0.561589563559555,0.701888370220463,1.11584342419959,1.79141284002035,2.2033389494675,2.82986046180975,3.2958362079523,5.63485114393336,
"Lower middle income","LMC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.00207342251759323,0.0227146974667819,0.0395556437153388,0.079841096720185,0.17073882798371,0.298457293936989,0.587586235061897,0.918246879179494,1.70434534092003,2.2282685184805,2.89171689066855,3.88824520421794,4.89342129350351,6.28729448962966,8.5215788068967,10.8385975293394,13.5394788491511,
"Middle East & North Africa (all income levels)","MEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00196798724897795,,,,,0.0374742489086128,0.0850134068166138,0.230810340018254,0.493557028715992,0.929004834867892,1.70483488598464,2.07549165844007,3.74408593134794,5.10461608801281,6.89025796353203,9.50702150407597,11.4945374740901,15.1076188846013,18.4367636005743,21.8942295896444,25.2415142907971,
"Middle East & North Africa (developing only)","MNA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.00287052384790227,0.01344862518659,0.0264445544367244,0.0776058411871106,0.165079918228833,0.427938030330335,0.856939252333187,1.14771959671608,2.81629705982955,4.04524124355087,5.78764098982398,8.30183501160517,9.65315004335881,11.8824567370562,14.562701571933,18.0053300678324,20.9391864508261,
"Middle income","MIC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.00643367792465572,0.0145583817539993,0.0416570678132253,0.0893911365038352,0.18251785431038,0.415159389299384,0.836255616290046,1.69644996997307,2.40241082715775,4.0141248572768,5.24924596452146,6.62635137757188,7.94049850805399,9.7376006251001,12.813237680639,16.2544766164085,19.9469587662918,23.7900461578915,
"North America","NAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.752510267207323,1.11524386787443,1.65356360053318,2.16954705954881,4.62019276171818,8.73361720936235,15.4591231922641,20.9608638602996,29.5824009063415,35.8995040294473,43.9165875102376,50.2414812856421,59.1998543615266,62.1558482483707,65.1158906035549,68.5954902469283,69.5308844487139,75.0694394943003,74.4665456304636,72.1014971270485,74.9539058158361,
"Not classified","INX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OECD members","OED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246601635771162,0.433304861681409,0.667132382317929,0.880230909187341,1.77397618042201,3.34097695066647,6.10529839014062,9.55271346809152,14.2995060683389,20.592116397378,27.7743003609605,33.2613670840333,41.4886795989693,45.6856048323029,50.477626480777,54.1223650675572,56.5808112999254,61.8380100348156,63.7832529252002,65.1969122433537,68.2907707890267,
"Other small states","OSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0670187666349921,0.131385392532833,0.425813324467913,0.795701507164765,1.64638118675411,2.12501133312875,2.68743264389948,3.28469873872229,4.72547404870985,5.40742321106496,6.21731773878892,7.2370269111393,8.46310921612778,8.99019172062525,10.8776343519379,
"Pacific island small states","PSS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0.611918154624388,0.870505254269051,1.45896502752636,1.85781883050626,2.76396357686304,4.55346871565109,5.18101398310483,3.77002821165517,4.36664915017622,4.96387366888174,5.60357550489845,6.2778127398264,7.18216750992945,
"Small states","SST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.238407377666305,0.370113753186187,0.880932632272005,1.52498562675382,2.54531035026005,3.77245601512943,4.90367099255046,6.21109304901043,7.65181581020666,8.4353532789471,9.82367509200056,11.382413944076,13.0485365070584,14.4326591911604,16.2791484881838,
"South Asia","SAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.000108882036151605,0.000213397462541912,0.00107756475607868,0.0224691523880465,0.0407904598704709,0.0601981944460084,0.117333119069523,0.226935680171885,0.475064312180368,0.66200334541163,1.45978704349359,1.83863004494292,2.17878154745947,2.54244598630681,3.03857317631966,4.31119681499367,5.32910254285426,6.10547654936233,8.13155820114062,
"Sub-Saharan Africa (all income levels)","SSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.068461400118506,0.128316571635262,0.233176797036278,0.358230253733316,0.507047790878689,0.652882978694529,0.897227061440418,1.20207526196523,1.59191997583237,2.31506617247767,3.56907180954218,4.15770495388832,6.49737595128841,9.38962547320293,11.2501569398878,
"Sub-Saharan Africa (developing only)","SSA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.068461400118506,0.128383126246468,0.233283807138873,0.35843271200354,0.507340488600868,0.653266354358832,0.897682979944962,1.202618160943,1.59251933592598,2.31600885319858,3.5709561044178,4.15981813591528,6.50119026685058,9.39592616807759,11.2547797168714,
"Upper middle income","UMC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.00991578174474698,0.0230014017963633,0.0565411127932725,0.133997920665148,0.275914055926705,0.639700104619841,1.33416320840488,2.66158041727127,3.81592915270609,6.2332934714552,8.19508248972987,10.2875301739124,11.9350211396943,14.534773407219,19.2804685102815,24.0579232741945,29.0592048893449,34.1307013055671,
"World","WLD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0496943347096286,,,0.254560570885377,0.450768835125669,0.782474550832472,1.33297248924872,2.05061365611064,3.15104957912767,4.63521642493324,6.73455831437716,8.04638279673724,10.5541888209558,12.2407521192141,14.0622172538307,15.7612664445302,17.5421638703885,20.656289577577,23.479781246093,26.4195713239976,30.1569535488672,
"Afghanistan","AFG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.00418834568150634,0.00409211368141068,0.0798750785501623,0.0971635151774643,1.13039782093922,1.94742344308268,1.75120215044246,1.68848543147452,3.24630560043687,3.65412162280064,
"Albania","ALB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.011168695486794,0.0321968282260578,0.0485939187626304,0.0650273700200414,0.0814370446040466,0.114097346552109,0.325798377067964,0.39008127343332,0.971900415195858,2.42038779776014,6.04389086404814,9.60999131577118,15.0361154084109,23.86,41.2,44.9899469578783,
"Algeria","DZA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000360673567987076,0.00176895401501439,0.00173853322594298,0.010268463150268,0.0202385545408469,0.199523842999477,0.491705679141589,0.646114016703792,1.59164126035832,2.19535973086144,4.63447508776537,5.84394209201256,7.37598495634886,9.45119062555304,10.18,11.23,12.5000733055148,
"American Samoa","ASM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
"Andorra","AND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1.52660102282269,3.05017538508464,6.88620921833874,7.63568614275679,10.53883560922,,11.2604687170103,13.546412876439,26.8379543894637,37.6057662174867,48.9368469989479,70.87,70.04,78.53,81,
"Angola","AGO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.000775928524568031,0.00567374598866159,0.0184537240759316,0.0719640870420025,0.105045562462262,0.136013867429868,0.270376745595134,0.370682065225727,0.464814617985909,1.1433668265595,1.90764750723429,3.2,4.6,6,9.99995388324075,
"Antigua and Barbuda","ATG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,2.20076880190146,2.85844957694946,3.48053683800189,4.0717164999525,5.30068113752617,6.48222573702907,8.89928551450583,12.5,17.2286487816884,24.2665437161785,34.7164029018124,62.6388691911313,70.06,75.03,74.2,80.6454545454545,
"Argentina","ARG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.00299287414623027,0.0295270652905125,0.0437059511392524,0.0862770809737151,0.14195470435477,0.280339881830012,0.830766679676473,3.28448195590463,7.0386830862178,9.78080728532407,10.8821243775325,11.9136965509954,16.0366841054923,17.7205833696065,20.9272021035896,25.9466329403819,28.1126234799907,34,36.0003349500148,
"Armenia","ARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.00911701414140063,0.0527431233050454,0.0945729024675962,0.111650934518322,0.128659477603923,0.970737757459877,1.30047002237784,1.63109466677715,1.9604050458212,4.57521722477781,4.8990085713054,5.25298335195804,5.63178777731609,6.02125339712607,6.21,15.3,44.0010245795602,
"Aruba","ABW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2.76838266270266,,,4.50617909808825,15.4428229480349,17.1,18.8,20.8,23,25.4,28,30.9,34.2,37.7,41.8008888888889,
"Australia","AUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58615939662668,1.09952938722111,1.77224976865976,1.9813632756139,2.24045435106477,2.76674239092683,3.27679475211321,16.3765657726039,30.8525616849025,40.8309634522625,46.7838255614628,52.605638878509,,,,63.0269362778748,66.1479410954735,69.6065092703761,71.7210626039026,74.0829081574548,75.8956537961344,
"Austria","AUT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130244795092376,0.25790175516329,0.637697350734785,0.75895250892623,1.3860681002979,1.88720122773763,6.91041848299194,9.53817651947742,15.4199201702109,23.0223174762498,33.7012763796741,39.1668716337319,36.564985069829,42.7673616433967,54.370247849783,58.0307840622356,63.63512804583,69.4451715560017,72.9126542828856,73.4883174253088,72.7315755423123,
"Azerbaijan","AZE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.00144511991670941,0.00207689984044869,0.00642196131531754,0.0254303636126601,0.0377818823389507,0.0999320309703565,0.148898040284241,0.308588338186875,5.06597436141432,,,8.21798251660315,12.299126926217,14.9461636908161,17.4312125430769,27.7655306332912,46.6797015683676,
"Bahamas, The","BHS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.960030720983071,1.74695069755741,1.36295390281695,2.33559071038067,3.76455782177031,8,11.8,18,20,22,25,26,27,31.54,33.88,42.9845801749271,
"Bahrain","BHR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.346205843608434,0.843254219222486,1.64629920170952,3.21820215136814,4.72035811783587,6.15373254647607,15.0386342513918,18.0507208881153,21.5549449917804,21.4586805077435,21.3037335136591,28.2439524318043,32.91,51.95,53,54.9928090332805,
"Bangladesh","BGD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.000751045829439881,0.00368481262469867,0.0361704074704913,0.0710394230507683,0.129807973947512,0.13992028850905,0.163877665498048,0.199036333744363,0.24163732563671,1,1.8,2.5,3.1,3.70000325975843,
"Barbados","BRB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.007752238458855,0.389464214080689,0.783428911660556,1.97024923652842,2.37624703464172,3.97367835457927,11.9364503383984,27.836322424146,39.6896271159532,49.8,56.0708546066945,63,64.7,66.5,68.7,70.028599270073,
"Belarus","BLR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.000489092989971985,0.00294424585618315,0.0295415449534016,0.0494442916005171,0.0745174895316079,0.498457508221815,1.87021797873181,4.31767566939885,8.98558744887689,,,,16.2737767891087,19.753256194599,23.1884888564882,27.8022424403071,32.0521439093783,
"Belgium","BEL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00100488519512178,0.0200161436803134,0.0996357998151837,0.198409893674406,0.69199896200957,0.986092864784365,2.95133032233238,4.90517102448325,7.82914849008086,13.6671049583486,29.2147391047565,31.0593391815419,45.9768569896693,49.6183218507319,53.5284818710281,59.4423710963002,63.7360378890398,68.7032164149185,65.335647624882,69.121117385062,73.7339344713656,
"Belize","BLZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0461962961059473,0.900316339292283,1.30228609440415,2.09113930440129,4.09973197250313,5.9808339045479,,5.62995932699632,,5.63483569804286,8.86772772975755,9.90638478287107,10.2193471589085,10.507204191245,10.751256122449,12.6457333333333,
"Benin","BEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.0016931001934367,0.0246487957420027,0.0478773038758114,0.15490674072035,0.225247851473369,0.363417890016082,0.7029455951039,0.951327114915695,1.18254096518994,1.27103143947107,1.53785434624705,1.79,1.85,2.24,3.12996180338983,
"Bermuda","BMU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,6.80546884194538,16.1801864569983,24.2353739151253,32.2678891003535,40.2762373142808,43.435829202806,48.0056384870861,52.5606198261681,57.0734245804125,61.5543486447673,66.0236012129188,70.4781350664877,74.9337815021918,82.8858426791277,83.7696661490683,84.6545140866873,
"Bhutan","BTN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.137571514258829,0.40094444691941,0.864628564215099,1.67580258375242,2.43691239949767,3.15698419613711,3.84710674490143,4.5183172581646,5.92,6.55,7.17,13.5988760330579,
"Bolivia","BOL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.0668075682820113,0.196081173945832,0.44783903590236,0.626484062433397,0.981815187281861,1.4427635847914,2.1204625341365,3.11719294696997,3.50859640072336,4.43992460120042,5.22758395663196,6.20067125473576,10.4992443168903,10.83,14.3,20.0017101420083,
"Bosnia and Herzegovina","BIH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.015125563351607,0.0594255627972207,0.143671059936118,0.194374199768361,1.08296074971207,1.20052695129649,2.64826791361244,3.96503683387051,15.4689716227665,21.3267010007738,25.1223856852117,27.92,34.66,37.74,52.0020606382979,
"Botswana","BWA",0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0645210409566664,0.157454229629989,0.307746849903244,0.602400929143193,1.12239147360549,2.90266662177209,3.43088678702599,3.38592235064273,3.3451901740614,3.30488925316113,3.26255403605122,4.28993297515968,5.28,6.25,6.15,5.9998355754858,
"Brazil","BRA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00328817070330394,0.0129462623564468,0.0254982532389746,0.0376727093587832,0.105138167818006,0.450789178949525,0.786079155026595,1.47787495863132,2.03873218351945,2.87068515854108,4.52849486902851,9.14942508560748,13.2075861035303,19.073672274442,21.0227472488271,28.1783801797929,30.88,33.83,39.22,40.6500980040627,
"Brunei Darussalam","BRN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0170801662587,3.30334992716113,4.83105790506005,6.28474284403468,7.67104120576494,8.99628453448726,12.9177690823013,15.329879855735,19.5950032207342,29.7156041447864,36.4663919475782,42.1863491609307,44.68,46,49,49.9899749373434,
"Bulgaria","BGR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.00236062685508077,0.01954142321752,0.118961697545356,0.717462120910742,1.2030745915706,1.81669845909667,2.85729778327125,5.2631036285917,7.5434658243047,9.10792383981227,12.0654848785533,18.1486841616566,19.967974592695,27.0565730183842,33.5544437295979,39.503101143257,44.7481170727308,45.9865899070879,
"Burkina Faso","BFA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.000960518557074445,0.0186863531133987,0.0454234840502703,0.0617802926867843,0.0770801689426014,0.157732464653607,0.200992597925001,0.373440303233526,0.400295285492178,0.469914488656657,0.632707564461829,0.75,0.92,1.13,1.4000606995385,
"Burundi","BDI",0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000803592121068546,0.0079794385826602,0.0158427762881167,0.0392044691840327,0.077248447383456,0.106001245363203,0.118228412267794,0.201273196735924,0.349060461879596,0.542142865759056,0.657592590351907,0.7,0.81,1.9,2.10021270579814,
"Cambodia","KHM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.00584491064008368,0.016324986068665,0.0319695777498133,0.047022640068885,0.0769560555527296,0.226983237666204,0.260570197574002,0.300436644360101,0.317321781089656,0.468356720063827,0.49,0.51,0.53,1.25993360916614,
"Cameroon","CMR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.00676874429437161,0.0132163405248288,0.129067580946992,0.252120077733662,0.277051321848797,0.360871584267755,0.587622611130454,0.976075415490902,1.40265422575955,2.0287447914719,2.93,3.4,3.84,3.99997734578295,
"Canada","CAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359828721528552,0.567957183734134,0.911695416646514,1.17926228983583,2.37028812685731,4.15616270354977,6.73980803771122,15.0035186617439,24.7871625997201,36.0495484852611,51.1293845731353,59.9779166395877,61.4356473674186,64.0633186134613,65.8500154498253,71.5966011258975,72.5153561230245,73.3058129806276,76.7203863621998,80.1708665095944,81.3383926859286,
"Cape Verde","CPV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.240967919940818,0.472735008391046,1.15998246106519,1.82244385164396,2.68533271272311,3.5187571749658,4.32488539053715,5.31883206957883,6.07408710659813,6.80891100753313,8.28321981953034,20,25,29.999939516129,
"Cayman Islands","CYM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,3.94896719319563,,,,,,,,,,38.0343830823064,44.5,52,61,64.5,66,
"Central African Republic","CAF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00584950282150769,0.0142708807245497,0.02787820125385,0.0408942871771328,0.0533941742150456,0.0785434278394038,0.128537116506299,0.151563337940017,0.223401395464406,0.268195609199012,0.311159173235716,0.375815961044796,1,1.8,2.3000266530334,
"Chad","TCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.000658168309696096,0.00426850447657814,0.0123217277033717,0.03570707628555,0.0459341343557353,0.166069664674347,0.320308555366775,0.360920107034467,0.399257700084004,0.581045764229641,0.847224520710968,1.19,1.5,1.70003149550191,
"Channel Islands","CHI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chile","CHL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0365489381510097,0.0717831442696916,0.141084506727297,0.346980781428478,0.683475610172851,1.05709249598086,1.66232202183041,4.103419297232,16.6,19.1,22.1,25.4737788864723,28.1779101232438,31.1753470303684,34.4977511736017,35.9,37.3,38.8,45,
"China","CHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.000170147087789813,0.00117760929337553,0.00499226130487028,0.013173925194888,0.0325996171812914,0.169501807882406,0.711999280925232,1.78501572031443,2.65221416328913,4.61556660668374,6.22404474914623,7.32521696522192,8.54858049412311,10.5517388932672,16.0436691820607,22.6617699268111,28.9765993916087,34.3777895192408,
"Colombia","COL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0.107173945315899,0.188046790408001,0.330017772736723,0.550521023153909,1.12622524463277,1.69773079358943,2.207532992624,2.85419997133433,4.6,7.38892371052557,9.1186903029666,11.0072638904585,15.3416745365682,21.8,25.6,30,36.4998746408899,
"Comoros","COM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0.0378709698187306,0.148162964444593,0.271740607285909,0.443068372538977,0.554869674985088,0.848189370151537,1.32732717785355,3.24431474395057,3.32926951070836,3.42334722809561,3.48104043758192,3.59449376806492,5.09826530612245,
"Congo, Dem. Rep.","COD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.000108206731817796,0.000211213230126382,0.000413065168672064,0.00100907613529895,0.0059021136806903,0.0114757819210493,0.0927907024606925,0.134914837437335,0.196208375178039,0.238037798692792,0.29605361030881,0.37,0.44,0.56,0.720008677328887,
"Congo, Rep.","COG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.00352686039240554,0.00346910364259352,0.00341514308595744,0.0167910491618412,0.0263547320580279,0.0322236164306931,0.157249517243982,0.460014186837522,1.07750492958505,1.46342005950851,2.00799007938159,2.75970437370903,4.28750990276481,4.5,4.99987509275291,
"Costa Rica","CRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.00111332539161221,0.0815097538496,0.279912478734018,0.416829206101345,0.841057040488486,1.64022128772133,2.66637869776731,3.90432325714263,5.80025302331829,9.55948213497093,19.8948511346293,20.3336148143541,20.7923067055542,22.07,25.1,28.4,32.29,34.33,36.4991147241897,
"Cote d'Ivoire","CIV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.000200255606255825,0.00840977984943001,0.0188283612861277,0.060974438600722,0.118685916651984,0.231461670612799,0.395747702246439,0.497929360753307,0.758669629452205,0.849282414747704,1.03923820514001,1.52490079122527,1.8,2,2.3,2.59997365487891,
